Orthogroup	Node	Bootstrap	Paralog1	Paralog2
syn_tree/RAxML_bipartitions.0001093.cds.aln.raxml.out	N6	93	gnl_Aspof_V1_evm.model.AsparagusV1_01.427	gnl_Aspof_V1_evm.model.AsparagusV1_05.1800
syn_tree/RAxML_bipartitions.0001096.cds.aln.raxml.out	N7	81	gnl_Aspof_V1_evm.model.AsparagusV1_01.2474	gnl_Aspof_V1_evm.model.AsparagusV1_06.1017
syn_tree/RAxML_bipartitions.0001100.cds.aln.raxml.out	N14	84	gnl_Aspof_V1_evm.model.AsparagusV1_06.1836	gnl_Aspof_V1_evm.model.AsparagusV1_Unassigned.377
syn_tree/RAxML_bipartitions.0001105.cds.aln.raxml.out	N14	73	gnl_Aspof_V1_evm.model.AsparagusV1_02.48	gnl_Aspof_V1_evm.model.AsparagusV1_07.68
syn_tree/RAxML_bipartitions.0001105.cds.aln.raxml.out	N14	73	gnl_Aspof_V1_evm.model.AsparagusV1_02.48	gnl_Aspof_V1_evm.model.AsparagusV1_08.3582
syn_tree/RAxML_bipartitions.0001105.cds.aln.raxml.out	N6	98	gnl_Aspof_V1_evm.model.AsparagusV1_06.415	gnl_Aspof_V1_evm.model.AsparagusV1_08.2694
syn_tree/RAxML_bipartitions.0001106.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_05.585	gnl_Aspof_V1_evm.model.AsparagusV1_07.746
syn_tree/RAxML_bipartitions.0001109.cds.aln.raxml.out	N6	56	gnl_Aspof_V1_evm.model.AsparagusV1_05.377	gnl_Aspof_V1_evm.model.AsparagusV1_07.287
syn_tree/RAxML_bipartitions.0001109.cds.aln.raxml.out	N14	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.198	gnl_Aspof_V1_evm.model.AsparagusV1_07.287
syn_tree/RAxML_bipartitions.0001109.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.198	gnl_Aspof_V1_evm.model.AsparagusV1_08.3456
syn_tree/RAxML_bipartitions.0001142.cds.aln.raxml.out	N6	91	gnl_Aspof_V1_evm.model.AsparagusV1_01.2334	gnl_Aspof_V1_evm.model.AsparagusV1_06.1037
syn_tree/RAxML_bipartitions.0001154.cds.aln.raxml.out	N6	93	gnl_Aspof_V1_evm.model.AsparagusV1_04.1543	gnl_Aspof_V1_evm.model.AsparagusV1_10.444
syn_tree/RAxML_bipartitions.0001163.cds.aln.raxml.out	N6	86	gnl_Aspof_V1_evm.model.AsparagusV1_01.300	gnl_Aspof_V1_evm.model.AsparagusV1_05.2919
syn_tree/RAxML_bipartitions.0001167.cds.aln.raxml.out	N14	34	gnl_Aspof_V1_evm.model.AsparagusV1_02.2138	gnl_Aspof_V1_evm.model.AsparagusV1_07.1407
syn_tree/RAxML_bipartitions.0001167.cds.aln.raxml.out	N14	34	gnl_Aspof_V1_evm.model.AsparagusV1_02.2137	gnl_Aspof_V1_evm.model.AsparagusV1_07.1407
syn_tree/RAxML_bipartitions.0001178.cds.aln.raxml.out	N6	79	gnl_Aspof_V1_evm.model.AsparagusV1_05.61	gnl_Aspof_V1_evm.model.AsparagusV1_07.1656
syn_tree/RAxML_bipartitions.0001182.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_04.1358	gnl_Aspof_V1_evm.model.AsparagusV1_10.505
syn_tree/RAxML_bipartitions.0001196.cds.aln.raxml.out	N6	88	gnl_Aspof_V1_evm.model.AsparagusV1_03.982	gnl_Aspof_V1_evm.model.AsparagusV1_07.3885
syn_tree/RAxML_bipartitions.0001203.cds.aln.raxml.out	N7	55	gnl_Aspof_V1_evm.model.AsparagusV1_07.94	gnl_Aspof_V1_evm.model.AsparagusV1_08.3593
syn_tree/RAxML_bipartitions.0001216.cds.aln.raxml.out	N7	98	gnl_Aspof_V1_evm.model.AsparagusV1_03.1622	gnl_Aspof_V1_evm.model.AsparagusV1_07.3607
syn_tree/RAxML_bipartitions.0001220.cds.aln.raxml.out	N6	64	gnl_Aspof_V1_evm.model.AsparagusV1_04.59	gnl_Aspof_V1_evm.model.AsparagusV1_10.1949
syn_tree/RAxML_bipartitions.0001228.cds.aln.raxml.out	N14	63	gnl_Aspof_V1_evm.model.AsparagusV1_07.364	gnl_Aspof_V1_evm.model.AsparagusV1_08.3440
syn_tree/RAxML_bipartitions.0001230.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_01.2196	gnl_Aspof_V1_evm.model.AsparagusV1_06.790
syn_tree/RAxML_bipartitions.0001232.cds.aln.raxml.out	N7	95	gnl_Aspof_V1_evm.model.AsparagusV1_03.877	gnl_Aspof_V1_evm.model.AsparagusV1_07.3930
syn_tree/RAxML_bipartitions.0001232.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_03.869	gnl_Aspof_V1_evm.model.AsparagusV1_07.3930
syn_tree/RAxML_bipartitions.0001273.cds.aln.raxml.out	N7	93	gnl_Aspof_V1_evm.model.AsparagusV1_04.306	gnl_Aspof_V1_evm.model.AsparagusV1_10.1831
syn_tree/RAxML_bipartitions.0001284.cds.aln.raxml.out	N6	91	gnl_Aspof_V1_evm.model.AsparagusV1_02.801	gnl_Aspof_V1_evm.model.AsparagusV1_09.41
syn_tree/RAxML_bipartitions.0001289.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_04.631	gnl_Aspof_V1_evm.model.AsparagusV1_10.1722
syn_tree/RAxML_bipartitions.0001292.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_03.1228	gnl_Aspof_V1_evm.model.AsparagusV1_07.3765
syn_tree/RAxML_bipartitions.0001295.cds.aln.raxml.out	N7	50	gnl_Aspof_V1_evm.model.AsparagusV1_04.1239	gnl_Aspof_V1_evm.model.AsparagusV1_10.300
syn_tree/RAxML_bipartitions.0001296.cds.aln.raxml.out	N6	79	gnl_Aspof_V1_evm.model.AsparagusV1_01.702	gnl_Aspof_V1_evm.model.AsparagusV1_07.1847
syn_tree/RAxML_bipartitions.0001309.cds.aln.raxml.out	N6	81	gnl_Aspof_V1_evm.model.AsparagusV1_04.2185	gnl_Aspof_V1_evm.model.AsparagusV1_10.197
syn_tree/RAxML_bipartitions.0001317.cds.aln.raxml.out	N15	41	gnl_Aspof_V1_evm.model.AsparagusV1_05.210	gnl_Aspof_V1_evm.model.AsparagusV1_07.1126
syn_tree/RAxML_bipartitions.0001327.cds.aln.raxml.out	N7	79	gnl_Aspof_V1_evm.model.AsparagusV1_04.1797	gnl_Aspof_V1_evm.model.AsparagusV1_10.1585
syn_tree/RAxML_bipartitions.0001330.cds.aln.raxml.out	N6	90	gnl_Aspof_V1_evm.model.AsparagusV1_03.2039	gnl_Aspof_V1_evm.model.AsparagusV1_07.3017
syn_tree/RAxML_bipartitions.0001331.cds.aln.raxml.out	N14	44	gnl_Aspof_V1_evm.model.AsparagusV1_04.744	gnl_Aspof_V1_evm.model.AsparagusV1_09.136
syn_tree/RAxML_bipartitions.0001341.cds.aln.raxml.out	N14	98	gnl_Aspof_V1_evm.model.AsparagusV1_07.2925	gnl_Aspof_V1_evm.model.AsparagusV1_08.1294
syn_tree/RAxML_bipartitions.0001342.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_03.937	gnl_Aspof_V1_evm.model.AsparagusV1_07.3899
syn_tree/RAxML_bipartitions.0001356.cds.aln.raxml.out	N7	91	gnl_Aspof_V1_evm.model.AsparagusV1_01.448	gnl_Aspof_V1_evm.model.AsparagusV1_05.1880
syn_tree/RAxML_bipartitions.0001361.cds.aln.raxml.out	N6	71	gnl_Aspof_V1_evm.model.AsparagusV1_06.39	gnl_Aspof_V1_evm.model.AsparagusV1_08.2950
syn_tree/RAxML_bipartitions.0001362.cds.aln.raxml.out	N7	86	gnl_Aspof_V1_evm.model.AsparagusV1_04.207	gnl_Aspof_V1_evm.model.AsparagusV1_10.1886
syn_tree/RAxML_bipartitions.0001364.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_04.592	gnl_Aspof_V1_evm.model.AsparagusV1_10.1753
syn_tree/RAxML_bipartitions.0001370.cds.aln.raxml.out	N14	43	gnl_Aspof_V1_evm.model.AsparagusV1_07.1705	gnl_Aspof_V1_evm.model.AsparagusV1_08.3061
syn_tree/RAxML_bipartitions.0001371.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_02.979	gnl_Aspof_V1_evm.model.AsparagusV1_09.216
syn_tree/RAxML_bipartitions.0001381.cds.aln.raxml.out	N6	70	gnl_Aspof_V1_evm.model.AsparagusV1_04.1968	gnl_Aspof_V1_evm.model.AsparagusV1_10.1341
syn_tree/RAxML_bipartitions.0001388.cds.aln.raxml.out	N7	98	gnl_Aspof_V1_evm.model.AsparagusV1_03.1591	gnl_Aspof_V1_evm.model.AsparagusV1_07.3737
syn_tree/RAxML_bipartitions.0001407.cds.aln.raxml.out	N14	97	gnl_Aspof_V1_evm.model.AsparagusV1_06.277	gnl_Aspof_V1_evm.model.AsparagusV1_07.3970
syn_tree/RAxML_bipartitions.0001419.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_05.365	gnl_Aspof_V1_evm.model.AsparagusV1_07.237
syn_tree/RAxML_bipartitions.0001421.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_02.645	gnl_Aspof_V1_evm.model.AsparagusV1_09.247
syn_tree/RAxML_bipartitions.0001427.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_04.359	gnl_Aspof_V1_evm.model.AsparagusV1_10.1827
syn_tree/RAxML_bipartitions.0001434.cds.aln.raxml.out	N6	87	gnl_Aspof_V1_evm.model.AsparagusV1_01.440	gnl_Aspof_V1_evm.model.AsparagusV1_05.1847
syn_tree/RAxML_bipartitions.0001438.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.196	gnl_Aspof_V1_evm.model.AsparagusV1_05.3109
syn_tree/RAxML_bipartitions.0001441.cds.aln.raxml.out	N14	74	gnl_Aspof_V1_evm.model.AsparagusV1_03.231	gnl_Aspof_V1_evm.model.AsparagusV1_03.1808
syn_tree/RAxML_bipartitions.0001444.cds.aln.raxml.out	N6	59	gnl_Aspof_V1_evm.model.AsparagusV1_01.621	gnl_Aspof_V1_evm.model.AsparagusV1_05.2352
syn_tree/RAxML_bipartitions.0001444.cds.aln.raxml.out	N6	84	gnl_Aspof_V1_evm.model.AsparagusV1_01.2362	gnl_Aspof_V1_evm.model.AsparagusV1_06.1043
syn_tree/RAxML_bipartitions.0001455.cds.aln.raxml.out	N15	86	gnl_Aspof_V1_evm.model.AsparagusV1_05.180	gnl_Aspof_V1_evm.model.AsparagusV1_07.1257
syn_tree/RAxML_bipartitions.0001486.cds.aln.raxml.out	N6	82	gnl_Aspof_V1_evm.model.AsparagusV1_03.1368	gnl_Aspof_V1_evm.model.AsparagusV1_07.3659
syn_tree/RAxML_bipartitions.0001487.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_05.225	gnl_Aspof_V1_evm.model.AsparagusV1_07.1118
syn_tree/RAxML_bipartitions.0001490.cds.aln.raxml.out	N6	84	gnl_Aspof_V1_evm.model.AsparagusV1_02.2104	gnl_Aspof_V1_evm.model.AsparagusV1_08.3136
syn_tree/RAxML_bipartitions.0001491.cds.aln.raxml.out	N14	99	gnl_Aspof_V1_evm.model.AsparagusV1_07.175	gnl_Aspof_V1_evm.model.AsparagusV1_08.3527
syn_tree/RAxML_bipartitions.0001491.cds.aln.raxml.out	N6	82	gnl_Aspof_V1_evm.model.AsparagusV1_02.132	gnl_Aspof_V1_evm.model.AsparagusV1_08.3527
syn_tree/RAxML_bipartitions.0001492.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_03.1712	gnl_Aspof_V1_evm.model.AsparagusV1_07.3513
syn_tree/RAxML_bipartitions.0001497.cds.aln.raxml.out	N16	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.155	gnl_Aspof_V1_evm.model.AsparagusV1_07.229
syn_tree/RAxML_bipartitions.0001499.cds.aln.raxml.out	N6	49	gnl_Aspof_V1_evm.model.AsparagusV1_04.1511	gnl_Aspof_V1_evm.model.AsparagusV1_10.469
syn_tree/RAxML_bipartitions.0001506.cds.aln.raxml.out	N14	60	gnl_Aspof_V1_evm.model.AsparagusV1_05.3360	gnl_Aspof_V1_evm.model.AsparagusV1_08.770
syn_tree/RAxML_bipartitions.0001572.cds.aln.raxml.out	N6	49	gnl_Aspof_V1_evm.model.AsparagusV1_02.158	gnl_Aspof_V1_evm.model.AsparagusV1_08.3477
syn_tree/RAxML_bipartitions.0001593.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_04.2040	gnl_Aspof_V1_evm.model.AsparagusV1_10.1295
syn_tree/RAxML_bipartitions.0001600.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.57	gnl_Aspof_V1_evm.model.AsparagusV1_05.3491
syn_tree/RAxML_bipartitions.0001618.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_04.386	gnl_Aspof_V1_evm.model.AsparagusV1_10.1805
syn_tree/RAxML_bipartitions.0001621.cds.aln.raxml.out	N6	88	gnl_Aspof_V1_evm.model.AsparagusV1_04.3559	gnl_Aspof_V1_evm.model.AsparagusV1_10.6
syn_tree/RAxML_bipartitions.0001639.cds.aln.raxml.out	N6	75	gnl_Aspof_V1_evm.model.AsparagusV1_02.1955	gnl_Aspof_V1_evm.model.AsparagusV1_08.3040
syn_tree/RAxML_bipartitions.0001642.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_01.250	gnl_Aspof_V1_evm.model.AsparagusV1_05.3053
syn_tree/RAxML_bipartitions.0001664.cds.aln.raxml.out	N7	96	gnl_Aspof_V1_evm.model.AsparagusV1_01.780	gnl_Aspof_V1_evm.model.AsparagusV1_07.1941
syn_tree/RAxML_bipartitions.0001665.cds.aln.raxml.out	N6	90	gnl_Aspof_V1_evm.model.AsparagusV1_01.741	gnl_Aspof_V1_evm.model.AsparagusV1_07.1955
syn_tree/RAxML_bipartitions.0001697.cds.aln.raxml.out	N7	44	gnl_Aspof_V1_evm.model.AsparagusV1_02.47	gnl_Aspof_V1_evm.model.AsparagusV1_05.270
syn_tree/RAxML_bipartitions.0001697.cds.aln.raxml.out	N7	44	gnl_Aspof_V1_evm.model.AsparagusV1_02.47	gnl_Aspof_V1_evm.model.AsparagusV1_07.75
syn_tree/RAxML_bipartitions.0001706.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_04.1982	gnl_Aspof_V1_evm.model.AsparagusV1_10.1377
syn_tree/RAxML_bipartitions.0001707.cds.aln.raxml.out	N7	26	gnl_Aspof_V1_evm.model.AsparagusV1_04.704	gnl_Aspof_V1_evm.model.AsparagusV1_10.1695
syn_tree/RAxML_bipartitions.0001714.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_03.1243	gnl_Aspof_V1_evm.model.AsparagusV1_07.3779
syn_tree/RAxML_bipartitions.0001722.cds.aln.raxml.out	N6	86	gnl_Aspof_V1_evm.model.AsparagusV1_01.609	gnl_Aspof_V1_evm.model.AsparagusV1_05.2369
syn_tree/RAxML_bipartitions.0001739.cds.aln.raxml.out	N6	55	gnl_Aspof_V1_evm.model.AsparagusV1_03.570	gnl_Aspof_V1_evm.model.AsparagusV1_07.3232
syn_tree/RAxML_bipartitions.0001763.cds.aln.raxml.out	N6	97	gnl_Aspof_V1_evm.model.AsparagusV1_04.1522	gnl_Aspof_V1_evm.model.AsparagusV1_10.439
syn_tree/RAxML_bipartitions.0001763.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_02.1194	gnl_Aspof_V1_evm.model.AsparagusV1_09.1449
syn_tree/RAxML_bipartitions.0001799.cds.aln.raxml.out	N17	100	gnl_Aspof_V1_evm.model.AsparagusV1_03.1069	gnl_Aspof_V1_evm.model.AsparagusV1_07.3844
syn_tree/RAxML_bipartitions.0001802.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_04.611	gnl_Aspof_V1_evm.model.AsparagusV1_10.1734
syn_tree/RAxML_bipartitions.0001809.cds.aln.raxml.out	N6	60	gnl_Aspof_V1_evm.model.AsparagusV1_01.179	gnl_Aspof_V1_evm.model.AsparagusV1_05.3169
syn_tree/RAxML_bipartitions.0001817.cds.aln.raxml.out	N14	20	gnl_Aspof_V1_evm.model.AsparagusV1_03.2171	gnl_Aspof_V1_evm.model.AsparagusV1_08.1252
syn_tree/RAxML_bipartitions.0001831.cds.aln.raxml.out	N6	83	gnl_Aspof_V1_evm.model.AsparagusV1_03.530	gnl_Aspof_V1_evm.model.AsparagusV1_07.3250
syn_tree/RAxML_bipartitions.0001841.cds.aln.raxml.out	N6	93	gnl_Aspof_V1_evm.model.AsparagusV1_03.419	gnl_Aspof_V1_evm.model.AsparagusV1_07.3401
syn_tree/RAxML_bipartitions.0001856.cds.aln.raxml.out	N7	95	gnl_Aspof_V1_evm.model.AsparagusV1_01.1641	gnl_Aspof_V1_evm.model.AsparagusV1_08.233
syn_tree/RAxML_bipartitions.0001866.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.659	gnl_Aspof_V1_evm.model.AsparagusV1_05.2440
syn_tree/RAxML_bipartitions.0001869.cds.aln.raxml.out	N6	92	gnl_Aspof_V1_evm.model.AsparagusV1_01.432	gnl_Aspof_V1_evm.model.AsparagusV1_05.1805
syn_tree/RAxML_bipartitions.0001870.cds.aln.raxml.out	N6	93	gnl_Aspof_V1_evm.model.AsparagusV1_01.25	gnl_Aspof_V1_evm.model.AsparagusV1_05.3422
syn_tree/RAxML_bipartitions.0001890.cds.aln.raxml.out	N14	100	gnl_Aspof_V1_evm.model.AsparagusV1_04.261	gnl_Aspof_V1_evm.model.AsparagusV1_07.1939
syn_tree/RAxML_bipartitions.0001892.cds.aln.raxml.out	N6	91	gnl_Aspof_V1_evm.model.AsparagusV1_04.1150	gnl_Aspof_V1_evm.model.AsparagusV1_10.128
syn_tree/RAxML_bipartitions.0001910.cds.aln.raxml.out	N6	57	gnl_Aspof_V1_evm.model.AsparagusV1_03.1241	gnl_Aspof_V1_evm.model.AsparagusV1_07.3778
syn_tree/RAxML_bipartitions.0001935.cds.aln.raxml.out	N6	45	gnl_Aspof_V1_evm.model.AsparagusV1_01.841	gnl_Aspof_V1_evm.model.AsparagusV1_07.2072
syn_tree/RAxML_bipartitions.0001973.cds.aln.raxml.out	N14	67	gnl_Aspof_V1_evm.model.AsparagusV1_07.3530	gnl_Aspof_V1_evm.model.AsparagusV1_08.2431
syn_tree/RAxML_bipartitions.0001973.cds.aln.raxml.out	N7	95	gnl_Aspof_V1_evm.model.AsparagusV1_03.62	gnl_Aspof_V1_evm.model.AsparagusV1_08.2431
syn_tree/RAxML_bipartitions.0001979.cds.aln.raxml.out	N6	97	gnl_Aspof_V1_evm.model.AsparagusV1_06.237	gnl_Aspof_V1_evm.model.AsparagusV1_08.2617
syn_tree/RAxML_bipartitions.0001985.cds.aln.raxml.out	N6	65	gnl_Aspof_V1_evm.model.AsparagusV1_01.59	gnl_Aspof_V1_evm.model.AsparagusV1_05.3483
syn_tree/RAxML_bipartitions.0001991.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.3441	gnl_Aspof_V1_evm.model.AsparagusV1_05.2557
syn_tree/RAxML_bipartitions.0001991.cds.aln.raxml.out	N8	65	gnl_Aspof_V1_evm.model.AsparagusV1_05.2557	gnl_Aspof_V1_evm.model.AsparagusV1_05.3442
syn_tree/RAxML_bipartitions.0001993.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_01.1162	gnl_Aspof_V1_evm.model.AsparagusV1_08.33
syn_tree/RAxML_bipartitions.0001999.cds.aln.raxml.out	N14	50	gnl_Aspof_V1_evm.model.AsparagusV1_02.336	gnl_Aspof_V1_evm.model.AsparagusV1_07.619
syn_tree/RAxML_bipartitions.0002003.cds.aln.raxml.out	N6	46	gnl_Aspof_V1_evm.model.AsparagusV1_05.628	gnl_Aspof_V1_evm.model.AsparagusV1_07.884
syn_tree/RAxML_bipartitions.0002033.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.251	gnl_Aspof_V1_evm.model.AsparagusV1_05.3049
syn_tree/RAxML_bipartitions.0002062.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_03.1040	gnl_Aspof_V1_evm.model.AsparagusV1_07.3862
syn_tree/RAxML_bipartitions.0002062.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_03.1040	gnl_Aspof_V1_evm.model.AsparagusV1_07.3863
syn_tree/RAxML_bipartitions.0002065.cds.aln.raxml.out	N6	83	gnl_Aspof_V1_evm.model.AsparagusV1_04.1680	gnl_Aspof_V1_evm.model.AsparagusV1_10.350
syn_tree/RAxML_bipartitions.0002095.cds.aln.raxml.out	N15	26	gnl_Aspof_V1_evm.model.AsparagusV1_03.475	gnl_Aspof_V1_evm.model.AsparagusV1_05.1703
syn_tree/RAxML_bipartitions.0002095.cds.aln.raxml.out	N15	26	gnl_Aspof_V1_evm.model.AsparagusV1_03.475	gnl_Aspof_V1_evm.model.AsparagusV1_05.1702
syn_tree/RAxML_bipartitions.0002095.cds.aln.raxml.out	N6	73	gnl_Aspof_V1_evm.model.AsparagusV1_03.475	gnl_Aspof_V1_evm.model.AsparagusV1_07.3303
syn_tree/RAxML_bipartitions.0002098.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.547	gnl_Aspof_V1_evm.model.AsparagusV1_09.427
syn_tree/RAxML_bipartitions.0002110.cds.aln.raxml.out	N7	98	gnl_Aspof_V1_evm.model.AsparagusV1_04.1550	gnl_Aspof_V1_evm.model.AsparagusV1_10.436
syn_tree/RAxML_bipartitions.0002123.cds.aln.raxml.out	N6	60	gnl_Aspof_V1_evm.model.AsparagusV1_01.3452	gnl_Aspof_V1_evm.model.AsparagusV1_05.2531
syn_tree/RAxML_bipartitions.0002139.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.632	gnl_Aspof_V1_evm.model.AsparagusV1_05.2388
syn_tree/RAxML_bipartitions.0002149.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_03.1658	gnl_Aspof_V1_evm.model.AsparagusV1_07.3556
syn_tree/RAxML_bipartitions.0002152.cds.aln.raxml.out	N7	97	gnl_Aspof_V1_evm.model.AsparagusV1_01.605	gnl_Aspof_V1_evm.model.AsparagusV1_05.2337
syn_tree/RAxML_bipartitions.0002176.cds.aln.raxml.out	N14	84	gnl_Aspof_V1_evm.model.AsparagusV1_03.708	gnl_Aspof_V1_evm.model.AsparagusV1_03.2369
syn_tree/RAxML_bipartitions.0002182.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_04.3043	gnl_Aspof_V1_evm.model.AsparagusV1_10.1094
syn_tree/RAxML_bipartitions.0002186.cds.aln.raxml.out	N6	74	gnl_Aspof_V1_evm.model.AsparagusV1_05.542	gnl_Aspof_V1_evm.model.AsparagusV1_07.516
syn_tree/RAxML_bipartitions.0002222.cds.aln.raxml.out	N6	48	gnl_Aspof_V1_evm.model.AsparagusV1_01.3384	gnl_Aspof_V1_evm.model.AsparagusV1_05.1646
syn_tree/RAxML_bipartitions.0002225.cds.aln.raxml.out	N6	98	gnl_Aspof_V1_evm.model.AsparagusV1_03.467	gnl_Aspof_V1_evm.model.AsparagusV1_07.3340
syn_tree/RAxML_bipartitions.0002230.cds.aln.raxml.out	N6	88	gnl_Aspof_V1_evm.model.AsparagusV1_04.1087	gnl_Aspof_V1_evm.model.AsparagusV1_10.170
syn_tree/RAxML_bipartitions.0002235.cds.aln.raxml.out	N6	56	gnl_Aspof_V1_evm.model.AsparagusV1_01.697	gnl_Aspof_V1_evm.model.AsparagusV1_07.1881
syn_tree/RAxML_bipartitions.0002237.cds.aln.raxml.out	N6	83	gnl_Aspof_V1_evm.model.AsparagusV1_03.2617	gnl_Aspof_V1_evm.model.AsparagusV1_08.1153
syn_tree/RAxML_bipartitions.0002240.cds.aln.raxml.out	N14	69	gnl_Aspof_V1_evm.model.AsparagusV1_03.35	gnl_Aspof_V1_evm.model.AsparagusV1_07.3531
syn_tree/RAxML_bipartitions.0002241.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_05.621	gnl_Aspof_V1_evm.model.AsparagusV1_07.863
syn_tree/RAxML_bipartitions.0002244.cds.aln.raxml.out	N15	6	gnl_Aspof_V1_evm.model.AsparagusV1_02.167	gnl_Aspof_V1_evm.model.AsparagusV1_07.254
syn_tree/RAxML_bipartitions.0002251.cds.aln.raxml.out	N14	74	gnl_Aspof_V1_evm.model.AsparagusV1_01.2598	gnl_Aspof_V1_evm.model.AsparagusV1_05.2829
syn_tree/RAxML_bipartitions.0002268.cds.aln.raxml.out	N6	84	gnl_Aspof_V1_evm.model.AsparagusV1_03.2873	gnl_Aspof_V1_evm.model.AsparagusV1_08.942
syn_tree/RAxML_bipartitions.0002270.cds.aln.raxml.out	N14	60	gnl_Aspof_V1_evm.model.AsparagusV1_02.209	gnl_Aspof_V1_evm.model.AsparagusV1_07.315
syn_tree/RAxML_bipartitions.0002270.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.209	gnl_Aspof_V1_evm.model.AsparagusV1_08.3450
syn_tree/RAxML_bipartitions.0002274.cds.aln.raxml.out	N6	88	gnl_Aspof_V1_evm.model.AsparagusV1_01.717	gnl_Aspof_V1_evm.model.AsparagusV1_07.1830
syn_tree/RAxML_bipartitions.0002282.cds.aln.raxml.out	N6	18	gnl_Aspof_V1_evm.model.AsparagusV1_03.918	gnl_Aspof_V1_evm.model.AsparagusV1_07.3914
syn_tree/RAxML_bipartitions.0002294.cds.aln.raxml.out	N6	49	gnl_Aspof_V1_evm.model.AsparagusV1_03.2614	gnl_Aspof_V1_evm.model.AsparagusV1_08.1161
syn_tree/RAxML_bipartitions.0002338.cds.aln.raxml.out	N14	37	gnl_Aspof_V1_evm.model.AsparagusV1_06.270	gnl_Aspof_V1_evm.model.AsparagusV1_07.3961
syn_tree/RAxML_bipartitions.0002353.cds.aln.raxml.out	N14	100	gnl_Aspof_V1_evm.model.AsparagusV1_03.164	gnl_Aspof_V1_evm.model.AsparagusV1_03.1765
syn_tree/RAxML_bipartitions.0002355.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_03.1680	gnl_Aspof_V1_evm.model.AsparagusV1_07.3540
syn_tree/RAxML_bipartitions.0002358.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_02.172	gnl_Aspof_V1_evm.model.AsparagusV1_08.3486
syn_tree/RAxML_bipartitions.0002390.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_05.631	gnl_Aspof_V1_evm.model.AsparagusV1_07.893
syn_tree/RAxML_bipartitions.0002405.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.269	gnl_Aspof_V1_evm.model.AsparagusV1_08.3409
